url
https://www.mirror.co.uk/news/uk-news/climate-protesters-glue-themselves-priceless-27380005
https://www.mirror.co.uk/sport/formula-1/british-grand-prix-protest-silverstone-27374357
https://www.mirror.co.uk/news/uk-news/fire-chief-makes-grim-warning-27529481
https://www.mirror.co.uk/news/uk-news/striking-miners-feared-police-were-27432575
https://www.mirror.co.uk/news/world-news/climate-protestors-glue-hands-art-27556163
https://www.mirror.co.uk/sport/formula-1/zhou-guanyo-halo-saved-life-27394353
https://www.mirror.co.uk/sport/formula-1/breaking-british-gp-protestors-silverstone-27387368
