"id","weight","ideology","outlet","consumed"
232507610,0.966780512115836,6,"BBC News online",1
232565984,0.849860689645018,4,"BBC News online",0
232909178,1.85652836451132,3,"BBC News online",1
232912942,0.912183457423489,2,"BBC News online",1
233227326,0.973494560447607,6,"BBC News online",1
233229830,1.04545076860647,5,"BBC News online",1
233551168,0.907934336325401,NA,"BBC News online",0
234100332,1.37936339097195,4,"BBC News online",0
234264702,0.967262509779359,4,"BBC News online",1
234268414,1.139891498601,3,"BBC News online",0
234465532,0.941475061743225,7,"BBC News online",1
234502100,1.15663276814745,3,"BBC News online",0
234694572,0.981435454214154,NA,"BBC News online",0
234747608,0.716311934393466,NA,"BBC News online",0
234862160,0.916234397601368,2,"BBC News online",0
234910798,0.659365413068409,3,"BBC News online",1
234950940,1.1215982337261,NA,"BBC News online",1
234954360,0.815368449823886,6,"BBC News online",1
235025102,0.693175934117593,4,"BBC News online",0
235027802,1.21362380586101,3,"BBC News online",1
235102532,0.861340258855701,3,"BBC News online",1
235177924,1.00421857653253,4,"BBC News online",1
235178750,1.09149051834509,2,"BBC News online",0
235209238,1.54317816939359,NA,"BBC News online",0
235234060,1.31348228308953,NA,"BBC News online",0
235237936,0.791474064625286,3,"BBC News online",1
235244244,1.1904945761062,4,"BBC News online",0
235469740,0.748564002239245,4,"BBC News online",0
235517380,0.901411846932764,NA,"BBC News online",0
235565420,0.776014895656018,4,"BBC News online",0
235620462,1.43560410948649,3,"BBC News online",1
235628006,0.773399412103734,4,"BBC News online",1
235742916,0.913637010769501,1,"BBC News online",1
235783414,0.72111127939402,2,"BBC News online",0
235893704,1.46484040074194,5,"BBC News online",1
235955062,0.886822303562665,4,"BBC News online",0
236100192,1.25806440010956,5,"BBC News online",1
236114346,0.872905228243007,4,"BBC News online",1
236139646,1.156249547604,NA,"BBC News online",0
236168312,1.08546716548142,5,"BBC News online",0
236176102,1.08546716548142,7,"BBC News online",1
236332178,0.809073472065475,NA,"BBC News online",0
236358398,0.803926781539201,4,"BBC News online",1
236397790,0.802387953519758,4,"BBC News online",0
236408360,1.42346835608274,5,"BBC News online",1
236417094,0.931747268644087,5,"BBC News online",0
236424730,0.849112665727184,7,"BBC News online",1
236782462,0.722093620081988,NA,"BBC News online",0
236899074,0.902075513615672,5,"BBC News online",0
236903984,0.874509220133132,4,"BBC News online",1
236975626,1.38343570454086,5,"BBC News online",1
236984614,1.50841158285983,NA,"BBC News online",0
237155958,1.24425302684611,6,"BBC News online",0
237191118,0.886933958615908,1,"BBC News online",0
237284658,0.883636508279602,1,"BBC News online",1
237293988,1.26537557701981,NA,"BBC News online",0
237415254,0.854940286954503,5,"BBC News online",0
237533682,0.726716343700419,4,"BBC News online",0
237804168,0.829952927673403,NA,"BBC News online",0
237806992,1.0114882148568,3,"BBC News online",1
237861170,0.809224797923887,4,"BBC News online",0
237972620,0.986126522965511,NA,"BBC News online",0
237981932,0.992069247869398,1,"BBC News online",1
238043820,0.841918816446721,4,"BBC News online",0
238150478,1.03853157643102,4,"BBC News online",0
238207106,0.957109686868463,3,"BBC News online",0
238378106,1.14434386745079,2,"BBC News online",1
238537170,0.955189414368835,4,"BBC News online",1
238695936,0.949177425027681,7,"BBC News online",0
238837960,1.06872920288467,1,"BBC News online",1
238969016,0.918543414767566,2,"BBC News online",0
239021156,0.900631603709599,3,"BBC News online",0
239283474,0.860951706028191,4,"BBC News online",1
239295582,0.874612171631431,NA,"BBC News online",0
239328428,1.07274758838559,2,"BBC News online",1
239716750,0.788316125564276,5,"BBC News online",0
239717746,1.04639855996209,2,"BBC News online",1
239824926,0.992069247869398,6,"BBC News online",0
240252406,1.04825989369176,4,"BBC News online",0
240384426,0.882380503354242,6,"BBC News online",0
240428194,1.58697342450866,4,"BBC News online",0
240480492,0.722093620081988,2,"BBC News online",0
240592222,0.828602095447296,3,"BBC News online",1
241004572,1.31348228308953,2,"BBC News online",0
241259180,1.17416735801091,NA,"BBC News online",0
241260470,0.790256026834739,2,"BBC News online",0
241677794,0.682042595020447,2,"BBC News online",0
241770534,1.00067745746996,NA,"BBC News online",1
241910882,1.31348228308953,3,"BBC News online",0
241961008,0.706764486668654,NA,"BBC News online",0
241997550,1.18197456823178,6,"BBC News online",0
242019596,1.40736293547749,2,"BBC News online",1
242079690,1.34140664769378,4,"BBC News online",0
242113384,1.12734874109699,3,"BBC News online",0
242126000,1.07026806359058,3,"BBC News online",1
242131272,0.849860689645018,NA,"BBC News online",0
242184698,0.839466032239436,4,"BBC News online",1
242191316,1.11759417950103,NA,"BBC News online",1
242201262,1.07080007470534,2,"BBC News online",1
242614170,1.23719503916481,2,"BBC News online",1
242728716,1.17805730289448,3,"BBC News online",1
242734358,0.858195384763216,NA,"BBC News online",1
242982242,1.12231538296698,NA,"BBC News online",1
243033632,1.13006190461584,2,"BBC News online",1
243174734,1.42081610668656,NA,"BBC News online",1
243267978,0.952161368446369,4,"BBC News online",0
243270752,1.08189143205945,NA,"BBC News online",1
243275230,1.02210344133425,2,"BBC News online",0
243277344,1.12852173237047,3,"BBC News online",1
243282568,1.04821129985381,3,"BBC News online",1
243302040,1.18344743924511,6,"BBC News online",0
243360098,1.09149051834509,1,"BBC News online",1
243389836,1.08542077453939,NA,"BBC News online",1
243416922,1.27039863364042,6,"BBC News online",1
243513246,0.865819742700279,NA,"BBC News online",0
243570914,1.47853590299812,NA,"BBC News online",0
243621412,0.951296560837276,4,"BBC News online",1
243768256,1.10933996797269,4,"BBC News online",1
243770838,1.37004414647068,NA,"BBC News online",1
243811922,0.85145803757202,NA,"BBC News online",1
243856312,1.12852173237047,2,"BBC News online",0
243956104,1.00522952111069,3,"BBC News online",1
243962186,1.01471712560845,4,"BBC News online",1
244017652,1.50424951966136,NA,"BBC News online",0
244066224,1.30394983776155,2,"BBC News online",1
244225582,1.00717734988056,2,"BBC News online",1
244231600,1.09399861784537,4,"BBC News online",0
244239608,1.02450597084423,5,"BBC News online",1
244272520,0.666104197458307,3,"BBC News online",1
244363094,0.728004669895852,NA,"BBC News online",0
244459822,1.65135207820116,4,"BBC News online",0
244460394,0.731676761639663,5,"BBC News online",1
244471710,1.16537677294192,NA,"BBC News online",1
244472510,1.07552028946906,4,"BBC News online",1
244511076,1.14263281467796,3,"BBC News online",1
244520624,1.03853157643102,6,"BBC News online",0
244609110,0.907525909674223,1,"BBC News online",0
244670794,1.03436469303264,NA,"BBC News online",1
244675238,1.34791680346685,6,"BBC News online",0
244819998,0.982635894449724,5,"BBC News online",1
244835122,1.12711893978127,NA,"BBC News online",0
244934952,1.03399176987092,5,"BBC News online",0
244936998,0.835834619933641,NA,"BBC News online",1
244967280,0.617940442239118,5,"BBC News online",1
244975708,0.869645131123742,NA,"BBC News online",0
244991036,0.748709925131492,1,"BBC News online",0
245033894,0.965601687695346,NA,"BBC News online",1
245035084,0.82403318580157,2,"BBC News online",0
245041128,1.02785139550654,5,"BBC News online",0
245098012,0.811949940596628,NA,"BBC News online",0
245109482,1.17687254795235,5,"BBC News online",1
245112736,0.937792852445881,1,"BBC News online",1
245150468,0.962606283970557,2,"BBC News online",1
245172088,0.949997178024947,6,"BBC News online",1
245189310,0.760500356697638,1,"BBC News online",1
245226426,1.11161838640186,NA,"BBC News online",0
245495782,1.03935668286125,2,"BBC News online",1
245506204,1.46674226043578,4,"BBC News online",0
245527012,0.88152661190806,4,"BBC News online",0
245541078,0.906926594120061,2,"BBC News online",0
245581332,0.940979139985692,NA,"BBC News online",0
245664702,1.18512538089011,NA,"BBC News online",1
245696286,1.09141372224,6,"BBC News online",1
245725342,0.874228151225759,NA,"BBC News online",1
245732252,0.739042129788318,3,"BBC News online",1
245800866,0.970574089858866,3,"BBC News online",1
245898614,1.07026806359058,NA,"BBC News online",0
245915150,1.31076378105843,4,"BBC News online",0
245921714,0.985720727774559,NA,"BBC News online",0
245927260,1.2495897009648,6,"BBC News online",0
246036172,0.746752392074174,NA,"BBC News online",0
246117174,1.45275916279413,NA,"BBC News online",1
246119092,0.743709610051722,4,"BBC News online",1
246119930,1.20661248221301,5,"BBC News online",1
246180398,0.804905306198983,5,"BBC News online",1
246191638,0.905840002742017,6,"BBC News online",0
246192908,1.06641072555465,4,"BBC News online",0
246193934,1.09328485701699,5,"BBC News online",1
246309946,1.07399996424319,2,"BBC News online",1
246321994,0.915112869682585,2,"BBC News online",0
246353120,1.31775701534186,4,"BBC News online",1
246358096,1.04435282686173,4,"BBC News online",1
246374866,0.841427799185097,3,"BBC News online",0
246506818,1.03853157643102,6,"BBC News online",0
246516648,1.21001277884327,NA,"BBC News online",0
246520718,1.07925652353775,2,"BBC News online",0
246542616,0.844139524106999,3,"BBC News online",0
246592442,1.05676039073738,2,"BBC News online",0
246688526,1.05966422491494,1,"BBC News online",0
246714200,1.10801522637059,1,"BBC News online",0
246727592,0.924041284515153,5,"BBC News online",1
246735126,1.12410318225958,5,"BBC News online",1
246806450,1.08606873653083,5,"BBC News online",0
246938584,0.815344215130893,6,"BBC News online",0
246952162,0.957444009006743,3,"BBC News online",1
247027498,0.966585142604069,5,"BBC News online",0
247316044,0.836210782345226,1,"BBC News online",0
247330152,0.84389780870887,5,"BBC News online",1
247346276,1.07406539090756,4,"BBC News online",0
247392880,1.00153209041442,6,"BBC News online",1
247498812,1.389252481525,4,"BBC News online",0
247534644,1.25025791137697,2,"BBC News online",1
247760106,1.43923470614957,NA,"BBC News online",0
247791542,1.53191879472082,5,"BBC News online",1
247914468,1.03050753737529,2,"BBC News online",1
247918880,1.04081740064865,NA,"BBC News online",1
247935700,1.04225630605842,3,"BBC News online",0
247999208,0.809567149658432,4,"BBC News online",0
247999610,0.93157629109852,NA,"BBC News online",0
248011082,1.00675007248202,4,"BBC News online",1
248144518,1.46126432071995,NA,"BBC News online",0
248294862,1.1826186803262,2,"BBC News online",1
248308458,1.15970012963805,5,"BBC News online",1
248312342,1.15970012963805,5,"BBC News online",1
248371612,0.994700190974875,5,"BBC News online",1
248421386,0.800172571702637,2,"BBC News online",0
248471346,1.00593672063042,3,"BBC News online",1
248471944,1.15970012963805,5,"BBC News online",1
248772720,0.777455531331569,NA,"BBC News online",0
248793778,0.869672230435079,4,"BBC News online",0
248799736,1.35940734902808,NA,"BBC News online",0
248954192,0.72360665178835,4,"BBC News online",0
248970416,1.14649981273723,3,"BBC News online",1
248980952,1.18560985092296,4,"BBC News online",0
249046688,1.04639855996209,2,"BBC News online",1
249112664,1.15970012963805,5,"BBC News online",1
249120520,0.777751512521152,4,"BBC News online",0
249136112,0.98852660138264,NA,"BBC News online",1
249182422,1.01560192037423,5,"BBC News online",1
249193606,0.938422246637422,5,"BBC News online",1
249204898,1.67485030842223,4,"BBC News online",0
249310854,1.03628267738863,6,"BBC News online",0
249310956,0.837240561017362,NA,"BBC News online",0
249357128,0.779730772953144,NA,"BBC News online",0
249400044,0.937282210218467,NA,"BBC News online",0
249428076,1.02243301700971,4,"BBC News online",0
249636656,1.27061121852916,NA,"BBC News online",0
249641718,0.951296560837276,6,"BBC News online",1
249831400,0.900631603709599,NA,"BBC News online",1
249874586,1.03853157643102,5,"BBC News online",0
249882198,1.45736810296744,2,"BBC News online",1
249886344,0.844599804018056,2,"BBC News online",0
249933564,1.19920202677496,6,"BBC News online",0
249967960,1.24002630665162,4,"BBC News online",0
249988812,1.00446403073359,4,"BBC News online",1
250004016,1.39097574873337,NA,"BBC News online",0
250022452,1.00522952111069,2,"BBC News online",0
250144212,0.908992665360407,NA,"BBC News online",0
250315768,0.957146637712426,5,"BBC News online",0
250481724,1.21905665339257,2,"BBC News online",0
250524840,0.837240561017362,NA,"BBC News online",0
250528716,0.944539814233425,4,"BBC News online",0
250594856,0.911608550605073,2,"BBC News online",0
250603264,0.850421468757355,NA,"BBC News online",0
250778074,0.902302814296871,4,"BBC News online",0
250915674,0.959615992781274,4,"BBC News online",0
250955916,1.27061121852916,4,"BBC News online",0
251114406,1.64127489930417,NA,"BBC News online",1
251140312,1.06282532556844,1,"BBC News online",1
251195960,0.631352578789425,3,"BBC News online",1
251250296,1.29319229243722,5,"BBC News online",0
251292618,0.992069247869398,5,"BBC News online",0
251304660,1.03853157643102,4,"BBC News online",0
251336130,1.05966422491494,4,"BBC News online",1
251435988,1.01679535433635,2,"BBC News online",0
251441206,0.840379180947973,NA,"BBC News online",0
251520114,1.00055203366279,7,"BBC News online",0
251660972,1.2166313101662,NA,"BBC News online",1
251688052,1.2166313101662,NA,"BBC News online",1
251757978,1.01225185360331,4,"BBC News online",1
251947168,0.891999745501182,NA,"BBC News online",1
251955692,1.11306076189116,4,"BBC News online",0
252094444,0.877623404426673,2,"BBC News online",1
252282394,1.02393473104551,6,"BBC News online",1
252284636,1.35087488602065,1,"BBC News online",0
252344084,1.19686416781481,5,"BBC News online",1
252495830,0.634041537320341,4,"BBC News online",0
252572488,1.09295094620214,6,"BBC News online",0
252572592,0.860016278737157,NA,"BBC News online",0
252582704,0.781094152978036,3,"BBC News online",0
252620370,1.35087488602065,NA,"BBC News online",0
252701886,0.871249782440781,4,"BBC News online",0
252761092,0.847853503740656,3,"BBC News online",0
252892348,1.24722763970459,7,"BBC News online",0
252972498,1.17829308234422,5,"BBC News online",0
252991186,1.21628093886108,NA,"BBC News online",1
252993850,1.04545076860647,6,"BBC News online",0
253017160,0.996488849604868,5,"BBC News online",0
253047984,1.00013130418113,NA,"BBC News online",0
253058828,1.61207512336239,NA,"BBC News online",1
253094232,0.945516606100346,1,"BBC News online",1
253104970,0.986126522965511,NA,"BBC News online",0
253350012,1.09149051834509,4,"BBC News online",0
253366666,1.109981118125,4,"BBC News online",1
253372226,0.91533745396678,5,"BBC News online",1
253409710,1.15088794154556,NA,"BBC News online",1
253413920,1.44412465285759,2,"BBC News online",1
253414426,1.57263594352526,4,"BBC News online",1
253473946,1.35820553694131,3,"BBC News online",1
253583024,0.847853503740656,3,"BBC News online",0
253700274,1.2166313101662,NA,"BBC News online",0
253773196,0.830583986577563,2,"BBC News online",1
253971900,1.2296964925649,4,"BBC News online",1
254011828,1.19486633620577,NA,"BBC News online",1
254027902,0.947989673412706,NA,"BBC News online",1
254042094,0.702771877355593,3,"BBC News online",0
254043028,1.4050837777731,4,"BBC News online",0
254074910,0.839345541875355,NA,"BBC News online",0
254084544,1.00565586171353,NA,"BBC News online",1
254128848,1.25806440010956,2,"BBC News online",0
254143726,1.43726515314281,5,"BBC News online",1
254242758,0.853436779759635,6,"BBC News online",0
254279428,0.959461704892058,4,"BBC News online",1
254422914,0.667132118089837,5,"BBC News online",1
254516300,1.22413509579127,6,"BBC News online",1
254616818,1.12345227352438,NA,"BBC News online",0
254651770,1.11834396160192,3,"BBC News online",1
254662346,0.711854759046975,1,"BBC News online",0
254679304,1.26776673367235,3,"BBC News online",1
254763566,1.52805623909157,5,"BBC News online",1
254771514,1.74486379261252,5,"BBC News online",1
254814504,1.50409503337125,3,"BBC News online",0
254840058,0.908333257646119,2,"BBC News online",1
254858296,1.52805623909157,5,"BBC News online",1
254889174,1.28214454708282,2,"BBC News online",1
254900654,0.959719806232124,NA,"BBC News online",0
255120288,1.10221638715275,NA,"BBC News online",0
255179604,1.09149051834509,1,"BBC News online",0
255467932,1.32940283047737,4,"BBC News online",1
255508122,1.30210823927937,NA,"BBC News online",0
255533664,1.28495421012571,NA,"BBC News online",1
255575134,1.43726515314281,5,"BBC News online",1
255575162,1.43726515314281,5,"BBC News online",1
255830148,0.912183457423489,NA,"BBC News online",0
255842650,1.04080094107007,3,"BBC News online",0
255845516,0.822284956213542,5,"BBC News online",1
255876590,1.41931298375505,7,"BBC News online",0
255886052,1.53266790113363,5,"BBC News online",1
255930730,1.09587735077075,NA,"BBC News online",1
256296114,1.26354964734177,NA,"BBC News online",0
256372290,1.14698194567146,1,"BBC News online",1
256377332,1.03841065441449,3,"BBC News online",0
256382828,0.888668334820385,4,"BBC News online",0
256629652,1.46126432071995,NA,"BBC News online",0
256654994,1.5729540438391,5,"BBC News online",1
256716582,0.70660062760802,4,"BBC News online",0
256734410,1.62495476738903,3,"BBC News online",1
256744152,1.52805623909157,5,"BBC News online",1
256765230,0.992069247869398,1,"BBC News online",1
256829698,1.0280548645453,5,"BBC News online",1
256902536,0.895919419067703,3,"BBC News online",0
256948856,0.967182023077504,2,"BBC News online",0
256975524,1.25560707761896,4,"BBC News online",0
257056952,1.17672062322091,2,"BBC News online",0
257117462,0.864322424376335,4,"BBC News online",0
257140874,1.25560707761896,1,"BBC News online",1
257329310,1.00055203366279,4,"BBC News online",1
257439154,1.17076230068469,5,"BBC News online",0
257444136,1.13094910625205,4,"BBC News online",1
257447848,1.21050592719842,5,"BBC News online",0
257529088,1.5587940285612,4,"BBC News online",1
257568892,0.911337970760185,NA,"BBC News online",0
257571518,1.05966422491494,5,"BBC News online",1
257627044,1.58931555708301,NA,"BBC News online",1
257634768,1.11058474135198,4,"BBC News online",0
257649116,1.35313295653385,2,"BBC News online",1
257664948,0.861018752332383,7,"BBC News online",0
257675396,1.32098433130753,NA,"BBC News online",0
257690444,1.02764368463236,5,"BBC News online",0
257716944,0.907934336325401,NA,"BBC News online",0
257776224,0.802361947713291,2,"BBC News online",1
257781626,0.785667680325056,2,"BBC News online",0
257800766,1.05631709786659,NA,"BBC News online",0
257916366,0.947861602426335,5,"BBC News online",1
257929404,1.13781406477558,4,"BBC News online",0
258020620,0.789474934182,NA,"BBC News online",1
258224158,1.0118088844434,4,"BBC News online",1
258240248,1.0103637972367,5,"BBC News online",1
258247388,0.860016278737157,NA,"BBC News online",0
258329500,1.0103637972367,6,"BBC News online",1
258330704,0.933781680109807,NA,"BBC News online",1
258459848,0.879904344324191,2,"BBC News online",1
258526256,0.886933958615908,4,"BBC News online",0
258645752,1.34582968388196,1,"BBC News online",0
258665790,1.05463771209613,2,"BBC News online",1
258681212,1.17782370179777,2,"BBC News online",0
258709540,1.0114882148568,4,"BBC News online",0
258778800,0.805845311522441,2,"BBC News online",0
258819738,0.871182216099515,NA,"BBC News online",1
258826400,1.0114882148568,4,"BBC News online",0
258836194,1.44412647653647,6,"BBC News online",1
258837580,1.45876151575058,5,"BBC News online",0
258919130,0.865819742700279,3,"BBC News online",1
258964502,1.38207320158619,NA,"BBC News online",0
259003810,0.825730068556372,3,"BBC News online",0
259109580,1.17927293524207,3,"BBC News online",1
259142246,0.631957775386743,NA,"BBC News online",0
259159332,1.13811858320268,1,"BBC News online",1
259167646,0.874667222990687,1,"BBC News online",0
259184034,0.944478158961642,NA,"BBC News online",0
259225656,1.16974549913189,4,"BBC News online",1
259242222,1.15163773693288,NA,"BBC News online",0
259250984,1.41136041470365,NA,"BBC News online",1
259260544,0.668747674183253,1,"BBC News online",0
259290400,0.966585142604069,5,"BBC News online",0
259304028,0.753374999439595,4,"BBC News online",1
259475668,1.11651904920855,3,"BBC News online",1
259486672,1.35087488602065,3,"BBC News online",0
259523456,1.42304647564076,4,"BBC News online",1
259539898,1.14314704979682,5,"BBC News online",1
259540724,1.23947720042178,3,"BBC News online",0
259652418,1.52432786858755,6,"BBC News online",0
259691782,0.973446004714624,7,"BBC News online",1
259703584,0.767207246569012,3,"BBC News online",0
259787932,1.07791744583546,2,"BBC News online",1
259807156,1.13489395532347,6,"BBC News online",0
259814654,1.09329050988517,4,"BBC News online",0
259874450,0.9205756783726,NA,"BBC News online",0
259911830,0.844414264278832,NA,"BBC News online",0
259915756,1.14051234166405,4,"BBC News online",0
259921504,0.962434844103709,6,"BBC News online",1
259923704,0.972481734845992,1,"BBC News online",0
260065192,0.62334240367033,4,"BBC News online",0
260083968,1.21415512943999,3,"BBC News online",1
260138946,1.2166313101662,4,"BBC News online",0
260181550,1.3795942097128,3,"BBC News online",1
260182324,1.04186346589293,6,"BBC News online",0
260192104,1.12660251080514,4,"BBC News online",1
260214658,0.93624204253036,1,"BBC News online",1
260252636,0.738421552997824,NA,"BBC News online",0
260267474,0.878672242175325,2,"BBC News online",1
260287420,0.719925047398161,5,"BBC News online",1
260293456,0.922755024824995,NA,"BBC News online",0
260311614,0.818563175004828,NA,"BBC News online",0
260324730,0.741597558132564,4,"BBC News online",1
260327522,1.4748264475141,NA,"BBC News online",0
260350348,1.15970012963805,4,"BBC News online",0
260365118,1.07026806359058,4,"BBC News online",0
260383590,0.758716631938431,NA,"BBC News online",0
260392790,1.42614241546544,NA,"BBC News online",0
260394396,0.98804833730148,4,"BBC News online",0
260394922,0.847795777918023,4,"BBC News online",1
260409030,0.915477417633601,NA,"BBC News online",0
260450826,1.1535138247527,2,"BBC News online",0
260467546,1.24681825344492,NA,"BBC News online",1
260485980,1.10502380836018,1,"BBC News online",1
260488996,0.59860493491936,NA,"BBC News online",1
260515502,0.924164122376536,6,"BBC News online",0
260558310,0.883840804839242,6,"BBC News online",0
260584102,0.83672340058174,NA,"BBC News online",1
260638540,0.955375586826625,NA,"BBC News online",1
260714790,0.701845158958922,4,"BBC News online",0
260811908,0.984850686085726,4,"BBC News online",0
260931750,0.84389780870887,6,"BBC News online",0
260964070,0.978601517128702,NA,"BBC News online",1
261051208,1.20992764363874,1,"BBC News online",1
261062580,0.965616372392045,4,"BBC News online",1
261068880,0.59519163967669,1,"BBC News online",1
20022530,0.894742969930345,4,"ITV News online",0
20023753,0.817899511525492,6,"ITV News online",0
20025447,0.924464590075186,5,"ITV News online",0
20026947,0.821534967006642,2,"ITV News online",0
20047619,0.820360991763164,6,"ITV News online",0
20048332,1.1759725084016,4,"ITV News online",0
20048618,0.925208410912284,4,"ITV News online",0
20050448,0.987033283522209,5,"ITV News online",0
20051529,0.761143846254295,4,"ITV News online",0
20051923,0.803926781539201,6,"ITV News online",0
20052122,1.03465290359113,4,"ITV News online",0
20052241,0.915122066222173,4,"ITV News online",0
20054024,0.897206273270836,5,"ITV News online",0
20054270,0.917818307739336,NA,"ITV News online",0
20054395,1.03853157643102,5,"ITV News online",0
20060542,0.971117221620311,NA,"ITV News online",0
20064022,1.02756830800205,6,"ITV News online",0
20065179,1.01019313817515,4,"ITV News online",0
20067149,1.36837782143029,5,"ITV News online",0
20067844,0.887468293345291,5,"ITV News online",0
20073628,0.923817194805369,3,"ITV News online",0
20074410,0.773996228257417,NA,"ITV News online",0
20077389,1.18669564292533,NA,"ITV News online",0
20078507,1.00964339403178,3,"ITV News online",0
20085274,1.09594320375307,4,"ITV News online",0
20086548,0.973494560447607,6,"ITV News online",0
20087794,0.788292694930814,6,"ITV News online",0
20087888,0.8108497346763,NA,"ITV News online",0
20088212,0.817899511525492,6,"ITV News online",0
20089287,0.760970327217994,4,"ITV News online",0
20089575,0.765847326092285,3,"ITV News online",0
20091650,1.36467995317101,6,"ITV News online",0
20091668,0.976826118736406,4,"ITV News online",0
20093294,0.890771270097029,6,"ITV News online",0
20096796,0.909315105885082,3,"ITV News online",0
20098142,0.851773826284773,2,"ITV News online",0
20099291,0.976826118736406,6,"ITV News online",0
20102045,1.18262480891063,4,"ITV News online",0
20103834,1.18127904724926,NA,"ITV News online",0
20105311,0.978841972355124,NA,"ITV News online",0
20106754,0.995000205805947,7,"ITV News online",0
20107774,0.957175087236545,4,"ITV News online",0
20108848,0.686890779810034,4,"ITV News online",0
20113956,1.05395044442534,6,"ITV News online",0
20114172,0.884671877547993,5,"ITV News online",0
20114869,1.42500367564671,2,"ITV News online",0
20115167,0.748282483561949,3,"ITV News online",0
20122155,1.27260493984081,4,"ITV News online",0
20122792,1.09295094620214,4,"ITV News online",0
20124135,0.915653346199629,6,"ITV News online",0
20125503,0.798900062604096,5,"ITV News online",0
20126726,0.739654295956792,NA,"ITV News online",0
20128496,0.928967578985955,5,"ITV News online",0
20133288,1.2934980155536,3,"ITV News online",0
20133843,1.07922092931644,4,"ITV News online",0
20133959,0.976826118736406,5,"ITV News online",0
20134062,0.953571918607351,4,"ITV News online",0
20135037,0.948052073531323,7,"ITV News online",0
20135236,1.17776303245002,NA,"ITV News online",0
20135368,0.976826118736406,5,"ITV News online",0
20135890,0.825688491871181,3,"ITV News online",0
20135896,1.02691170127348,5,"ITV News online",0
20136090,1.07868111800161,4,"ITV News online",0
20136198,0.930329183919794,4,"ITV News online",0
20137204,1.16766529817587,NA,"ITV News online",0
20137867,0.91954497216919,4,"ITV News online",0
20139579,0.823005185848736,4,"ITV News online",0
20139936,1.1771220972616,3,"ITV News online",0
20140177,1.09074035706863,NA,"ITV News online",0
20140746,1.34812249136809,6,"ITV News online",0
20142240,0.929902768554445,1,"ITV News online",0
20143499,0.749672136467166,1,"ITV News online",0
20143790,1.03541599566902,5,"ITV News online",0
20145040,1.27118104060527,NA,"ITV News online",0
20145226,0.790272204577528,NA,"ITV News online",0
20145321,0.905840002742017,3,"ITV News online",0
20145418,1.02827233406731,4,"ITV News online",0
20148829,0.953571918607351,NA,"ITV News online",0
20149402,0.876750016606568,NA,"ITV News online",0
20149838,0.969858785669946,NA,"ITV News online",0
20150337,1.02827197727516,3,"ITV News online",0
20151311,0.723829626325887,5,"ITV News online",0
20151909,0.91840516021723,5,"ITV News online",0
20152155,0.798661733986574,4,"ITV News online",1
20152444,0.952251715896481,4,"ITV News online",0
20153171,0.976826118736406,2,"ITV News online",0
20155692,0.914772568516223,NA,"ITV News online",0
20156694,1.33176607273167,4,"ITV News online",0
20157553,0.809471843979465,6,"ITV News online",0
20157664,1.1761964194612,6,"ITV News online",0
20160898,1.34323433307381,2,"ITV News online",0
20161127,0.720343693026911,3,"ITV News online",0
20161313,0.927449832702319,5,"ITV News online",0
20165504,0.900276752673519,6,"ITV News online",0
20167553,0.953571918607351,6,"ITV News online",1
20168594,0.993555576786381,6,"ITV News online",0
20172071,1.09295094620214,5,"ITV News online",0
20172350,0.900276752673519,6,"ITV News online",0
20174731,1.00936762401267,NA,"ITV News online",1
20185685,0.850838952009086,2,"ITV News online",0
20186139,1.09335305494336,4,"ITV News online",0
20187447,1.08546716548142,NA,"ITV News online",0
20187643,1.12267941428684,NA,"ITV News online",0
20187973,0.761166469935306,4,"ITV News online",1
20190533,0.867336641943539,3,"ITV News online",0
20191176,0.87382095739501,5,"ITV News online",0
20192405,0.887013255982913,6,"ITV News online",0
20192862,0.765847326092285,NA,"ITV News online",0
20193929,0.94419959074595,6,"ITV News online",0
20194591,1.03392834431338,4,"ITV News online",0
20195130,0.916482088139855,NA,"ITV News online",0
20195245,0.747423130140161,3,"ITV News online",0
20196593,1.2758580902463,5,"ITV News online",0
20197611,0.686694582824386,NA,"ITV News online",0
20198070,0.904739521776239,5,"ITV News online",0
20199178,1.2128449680906,NA,"ITV News online",0
20199884,0.702322593003148,3,"ITV News online",0
20203396,1.05368885133127,2,"ITV News online",0
20203630,0.762653101584496,NA,"ITV News online",0
20204323,0.948867606283327,4,"ITV News online",0
20204943,0.887444447484897,4,"ITV News online",0
20208196,0.823793349980589,NA,"ITV News online",0
20210902,0.900276752673519,5,"ITV News online",0
20211741,0.908850223904938,3,"ITV News online",0
20212803,0.876294237923966,5,"ITV News online",0
20213840,0.940076826200111,3,"ITV News online",0
20218535,0.861397339890943,NA,"ITV News online",0
20219332,1.50409503337125,4,"ITV News online",0
20220715,0.936171066347943,3,"ITV News online",0
20223358,0.918134488710401,5,"ITV News online",0
20224282,1.22173933972407,NA,"ITV News online",0
20225171,1.10636867735698,3,"ITV News online",0
20229641,0.976826118736406,6,"ITV News online",0
20229961,0.847811794083742,4,"ITV News online",0
20230094,1.0109279537919,4,"ITV News online",0
20236098,1.14009882347847,NA,"ITV News online",0
20236184,0.915777316193063,3,"ITV News online",0
20239005,0.967957797037201,2,"ITV News online",0
20239127,0.858571516903643,NA,"ITV News online",0
20240996,0.812474998807354,3,"ITV News online",0
20242781,0.844645415079307,4,"ITV News online",0
20243373,1.03786796427443,4,"ITV News online",0
20246931,0.607263186969397,3,"ITV News online",0
